"Date (+10)","Instrument","Trade ID","Order ID","Side","Quantity","Price","Volume","Fee","Rebate","Total"
"2020-04-20 10:51:40","BTC/USDT","826136527","234412902924","sell","0.01000","7160.72","71.6072000","0.0501250","0.0000000","71.5570750"
"2020-04-20 10:44:33","BTC/USDT","826133341","234411376491","sell","0.01000","7145.13","71.4513000","0.0500159","0.0000000","71.4012841"
