Coin,Side,Type,Amount(Fee included),Fee,Time,Remark
USDT,Deposit,TRADE_EXCHANGE,71.390538,0.071462,2020/04/20 08:46:34,
USDT,Deposit,TRADE_EXCHANGE,28.5550164,0.0285836,2020/04/20 08:33:00,
USDT,Deposit,TRADE_EXCHANGE,7.1387541,0.0071459,2020/04/20 08:33:00,
USDT,Deposit,TRADE_EXCHANGE,35.6937705,0.0357295,2020/04/20 08:33:00,
USDT,Deposit,TRADE_EXCHANGE,80.060201425233,0.080140341767,2020/04/15 17:52:43,
