toolkit,now,run,base_sym,quote_sym,top_bid_xch,top_ask_xch,bid_acct_bal_BTC,bid_acct_bal_USD,ask_acct_bal_BTC,ask_acct_bal_USD,top_bid_prc_USD,top_ask_prc_USD,top_bid_fee,top_ask_fee,bid_inc_fees_USD,ask_inc_fees_USD,profit_inc_fees_USD,pro_rata_bid_USD,pro_rata_ask_USD,PRORATA_PROFIT_USD,MAXPROFIT_USD,TTL_BALANCE_BTC_IN,TTL_BALANCE_US_IN,proceed,description
<k_toolKit.Toolkit object at 0x1036cd9d0>,20_04_20__09_49_24_494309,0,BTC,USDT,Binance,HitBtc,0.0520355284980064,370.99042254,0.0697770675773116,497.32,7127.54,7125.27,0.00075,0.0007,7122.194345,7130.2611828279805,-8.066837827980635,71.22194345,71.30261182827981,-0.08066837827980634,-0.08066837827980634,0.1471926890755344,1049.37073699,0,0,False,threshold
<k_toolKit.Toolkit object at 0x1036cd9d0>,20_04_20__09_49_27_824770,1,BTC,USDT,Binance,HitBtc,0.0520355284980064,370.99042254,0.0697770675773116,497.32,7127.41,7125.27,0.00075,0.0007,7122.0644425,7130.2611828279805,-8.196740327980478,71.220644425,71.30261182827981,-0.08196740327980478,-0.08066837827980634,0.1471926890755344,1049.37073699,0,0,False,threshold
<k_toolKit.Toolkit object at 0x1036cd9d0>,20_04_20__09_49_28_335636,2,BTC,USDT,Binance,HitBtc,0.0520355284980064,370.99042254,0.0697770675773116,497.32,7127.49,7125.27,0.00075,0.0007,7122.1443825,7130.2611828279805,-8.116800327980854,71.221443825,71.30261182827981,-0.08116800327980854,-0.08066837827980634,0.1471926890755344,1049.37073699,0,0,False,threshold
<k_toolKit.Toolkit object at 0x1036cd9d0>,20_04_20__09_49_28_762087,3,BTC,USDT,Binance,HitBtc,0.0520355284980064,370.99042254,0.0697770675773116,497.32,7127.49,7125.27,0.00075,0.0007,7122.1443825,7130.2611828279805,-8.116800327980854,71.221443825,71.30261182827981,-0.08116800327980854,-0.08066837827980634,0.1471926890755344,1049.37073699,0,0,False,threshold
<k_toolKit.Toolkit object at 0x1036cd9d0>,20_04_20__09_49_29_155105,4,BTC,USDT,Binance,HitBtc,0.0520355284980064,370.99042254,0.0697770675773116,497.32,7127.54,7125.27,0.00075,0.0007,7122.194345,7130.2611828279805,-8.066837827980635,71.22194345,71.30261182827981,-0.08066837827980634,-0.08066837827980634,0.1471926890755344,1049.37073699,0,0,False,threshold
<k_toolKit.Toolkit object at 0x1036cd9d0>,20_04_20__09_49_29_654245,5,BTC,USDT,Binance,HitBtc,0.0520355284980064,370.99042254,0.0697770675773116,497.32,7127.54,7125.16,0.00075,0.0007,7122.194345,7130.151105774042,-7.956760774041868,71.22194345,71.30151105774041,-0.07956760774041868,-0.07956760774041868,0.1471926890755344,1049.37073699,0,0,False,threshold
<k_toolKit.Toolkit object at 0x1036cd9d0>,20_04_20__09_49_30_086561,6,BTC,USDT,Binance,HitBtc,0.0520355284980064,370.99042254,0.0697770675773116,497.32,7127.54,7125.0,0.00075,0.0007,7122.194345,7129.990993695587,-7.796648695587464,71.22194345,71.29990993695587,-0.07796648695587464,-0.07796648695587464,0.1471926890755344,1049.37073699,0,0,False,threshold
<k_toolKit.Toolkit object at 0x1036cd9d0>,20_04_20__09_49_30_586438,7,BTC,USDT,Binance,HitBtc,0.0520355284980064,370.99042254,0.0697770675773116,497.32,7127.54,7125.04,0.00075,0.0007,7122.194345,7130.031021715201,-7.836676715201065,71.22194345,71.30031021715202,-0.07836676715201066,-0.07796648695587464,0.1471926890755344,1049.37073699,0,0,False,threshold
<k_toolKit.Toolkit object at 0x1036cd9d0>,20_04_20__09_49_31_006194,8,BTC,USDT,Binance,HitBtc,0.0520355284980064,370.99042254,0.0697770675773116,497.32,7127.26,7124.94,0.00075,0.0007,7121.914555,7129.930951666166,-8.016396666165747,71.21914555000001,71.29930951666167,-0.08016396666165747,-0.07796648695587464,0.1471926890755344,1049.37073699,0,0,False,threshold
<k_toolKit.Toolkit object at 0x1036cd9d0>,20_04_20__09_49_31_423787,9,BTC,USDT,Binance,HitBtc,0.0520355284980064,370.99042254,0.0697770675773116,497.32,7127.38,7124.91,0.00075,0.0007,7122.034465,7129.900930651456,-7.866465651456565,71.22034465,71.29900930651456,-0.07866465651456565,-0.07796648695587464,0.1471926890755344,1049.37073699,0,0,False,threshold
