toolkit,now,run,base_sym,quote_sym,top_bid_xch,top_ask_xch,bid_acct_bal_BTC,bid_acct_bal_USD,ask_acct_bal_BTC,ask_acct_bal_USD,top_bid_prc_USD,top_ask_prc_USD,top_bid_fee,top_ask_fee,bid_inc_fees_USD,ask_inc_fees_USD,profit_inc_fees_USD,pro_rata_bid_USD,pro_rata_ask_USD,PRO_RATA_PROFIT_USD,MAXPROFIT_USD,TTL_BALANCE_BTC,TTL_BALANCE_US,proceed,description
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_05_298681,10,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.23,0.00075,0.0007,7095.6242875,7088.1917342139495,7.432553286050279,70.956242875,70.8819173421395,0.0743255328605028,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_05_758169,11,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.83,0.00075,0.0007,7095.6242875,7087.791454017813,7.832833482187198,70.956242875,70.87791454017812,0.07832833482187197,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_06_064675,12,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.73,0.00075,0.0007,7095.6242875,7087.691383968778,7.9329035312221095,70.956242875,70.87691383968777,0.0793290353122211,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_06_574818,13,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.48,0.00075,0.0007,7095.6242875,7088.441909336535,7.1823781634648185,70.956242875,70.88441909336535,0.07182378163464818,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_06_991960,14,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.34,0.00075,0.0007,7095.6242875,7088.301811267888,7.322476232111512,70.956242875,70.88301811267888,0.07322476232111512,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_07_396515,15,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.86,0.00075,0.0007,7095.6242875,7088.822175522866,6.802111977133791,70.956242875,70.88822175522866,0.06802111977133792,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_07_710328,16,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.86,0.00075,0.0007,7095.6242875,7088.822175522866,6.802111977133791,70.956242875,70.88822175522866,0.06802111977133792,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_08_227696,17,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.69,0.00075,0.0007,7095.6242875,7088.652056439508,6.972231060492049,70.956242875,70.88652056439508,0.0697223106049205,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_08_631245,18,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.73,0.00075,0.0007,7095.6242875,7088.692084459121,6.9322030408784485,70.956242875,70.88692084459122,0.06932203040878449,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_09_060413,19,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.69,0.00075,0.0007,7095.6242875,7088.652056439508,6.972231060492049,70.956242875,70.88652056439508,0.0697223106049205,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_09_465355,20,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.69,0.00075,0.0007,7095.6242875,7088.652056439508,6.972231060492049,70.956242875,70.88652056439508,0.0697223106049205,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_09_847241,21,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.66,0.00075,0.0007,7095.6242875,7088.622035424797,7.002252075202705,70.956242875,70.88622035424797,0.07002252075202706,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_10_376264,22,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.69,0.00075,0.0007,7095.6242875,7088.652056439508,6.972231060492049,70.956242875,70.88652056439508,0.0697223106049205,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_10_674179,23,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.69,0.00075,0.0007,7095.6242875,7088.652056439508,6.972231060492049,70.956242875,70.88652056439508,0.0697223106049205,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_11_191087,24,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.74,0.00075,0.0007,7095.6242875,7088.702091464025,6.9221960359745935,70.956242875,70.88702091464026,0.06922196035974594,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_11_611506,25,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.74,0.00075,0.0007,7095.6242875,7088.702091464025,6.9221960359745935,70.956242875,70.88702091464026,0.06922196035974594,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_12_215906,26,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.74,0.00075,0.0007,7095.6242875,7088.702091464025,6.9221960359745935,70.956242875,70.88702091464026,0.06922196035974594,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_12_950766,27,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.74,0.00075,0.0007,7095.6242875,7088.702091464025,6.9221960359745935,70.956242875,70.88702091464026,0.06922196035974594,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_13_275309,28,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.73,0.00075,0.0007,7095.6242875,7088.692084459121,6.9322030408784485,70.956242875,70.88692084459122,0.06932203040878449,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_13_591071,29,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.73,0.00075,0.0007,7095.6242875,7088.692084459121,6.9322030408784485,70.956242875,70.88692084459122,0.06932203040878449,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_14_361210,30,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.88,0.00075,0.0007,7095.6242875,7088.842189532673,6.78209796732699,70.956242875,70.88842189532673,0.0678209796732699,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_14_656360,31,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.93,0.00075,0.0007,7095.6242875,7088.89222455719,6.732062942809534,70.956242875,70.8889222455719,0.06732062942809534,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_14_978388,32,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.95,0.00075,0.0007,7095.6242875,7088.912238566997,6.712048933002734,70.956242875,70.88912238566998,0.06712048933002734,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_15_284210,33,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.99,0.00075,0.0007,7095.6242875,7088.952266586611,6.672020913389133,70.956242875,70.88952266586611,0.06672020913389133,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_15_603678,34,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.17,0.00075,0.0007,7095.6242875,7089.132392674873,6.491894825127019,70.956242875,70.89132392674873,0.06491894825127019,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_15_901554,35,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.23,0.00075,0.0007,7095.6242875,7089.192434704293,6.431852795706618,70.956242875,70.89192434704293,0.06431852795706618,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_16_307106,36,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.75,0.00075,0.0007,7095.6242875,7089.712798959272,5.911488540727987,70.956242875,70.89712798959272,0.059114885407279875,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_16_816036,37,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.44,0.00075,0.0007,7095.6242875,7089.402581807265,6.2217056927347585,70.956242875,70.89402581807265,0.06221705692734759,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_17_227606,38,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.41,0.00075,0.0007,7095.6242875,7089.372560792555,6.251726707444504,70.956242875,70.89372560792556,0.06251726707444505,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_17_639634,39,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.52,0.00075,0.0007,7095.6242875,7089.482637846493,6.141649653506647,70.956242875,70.89482637846493,0.06141649653506647,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_18_150143,40,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.52,0.00075,0.0007,7095.6242875,7089.482637846493,6.141649653506647,70.956242875,70.89482637846493,0.06141649653506647,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_18_867818,41,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.15,0.00075,0.0007,7095.6242875,7089.112378665065,6.511908834934729,70.956242875,70.89112378665065,0.06511908834934729,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_19_373380,42,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.94,0.00075,0.0007,7095.6242875,7087.9015310717505,7.72275642824934,70.956242875,70.8790153107175,0.0772275642824934,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_19_711739,43,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.97,0.00075,0.0007,7095.6242875,7087.931552086461,7.692735413538685,70.956242875,70.87931552086461,0.07692735413538686,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_20_109846,44,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.59,0.00075,0.0007,7095.6242875,7087.55128590013,8.073001599869713,70.956242875,70.8755128590013,0.08073001599869713,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_20_436992,45,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.49,0.00075,0.0007,7095.6242875,7087.451215851096,8.173071648903715,70.956242875,70.87451215851097,0.08173071648903715,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_20_743357,46,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.79,0.00075,0.0007,7095.6242875,7087.751425998199,7.872861501800799,70.956242875,70.877514259982,0.07872861501800799,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_21_141680,47,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.63,0.00075,0.0007,7095.6242875,7087.591313919745,8.032973580255202,70.956242875,70.87591313919745,0.08032973580255202,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_21_547431,48,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.82,0.00075,0.0007,7095.6242875,7087.781447012909,7.842840487091053,70.956242875,70.8778144701291,0.07842840487091053,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_21_915130,49,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.28,0.00075,0.0007,7095.6242875,7088.241769238467,7.382518261532823,70.956242875,70.88241769238468,0.07382518261532824,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_22_353895,50,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.03,0.00075,0.0007,7095.6242875,7087.9915941158815,7.632693384118284,70.956242875,70.87991594115881,0.07632693384118283,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_22_958403,51,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.9,0.00075,0.0007,7095.6242875,7087.861503052136,7.762784447863851,70.956242875,70.87861503052136,0.0776278444786385,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_23_282305,52,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.81,0.00075,0.0007,7095.6242875,7087.771440008006,7.852847491993998,70.956242875,70.87771440008007,0.07852847491993999,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_23_578649,53,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.0,0.00075,0.0007,7095.6242875,7087.961573101171,7.662714398828939,70.956242875,70.87961573101171,0.07662714398828939,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_23_913281,54,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.12,0.00075,0.0007,7095.6242875,7088.081657160013,7.542630339987227,70.956242875,70.88081657160012,0.07542630339987227,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_24_215726,55,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.79,0.00075,0.0007,7095.6242875,7087.751425998199,7.872861501800799,70.956242875,70.877514259982,0.07872861501800799,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_24_617995,56,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.84,0.00075,0.0007,7095.6242875,7087.8014610227165,7.822826477283343,70.956242875,70.87801461022717,0.07822826477283343,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_25_019996,57,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.7,0.00075,0.0007,7095.6242875,7087.661362954068,7.962924545931855,70.956242875,70.87661362954069,0.07962924545931856,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_25_325624,58,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.64,0.00075,0.0007,7095.6242875,7087.601320924648,8.022966575352257,70.956242875,70.87601320924648,0.08022966575352257,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_25_708908,59,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.63,0.00075,0.0007,7095.6242875,7087.591313919745,8.032973580255202,70.956242875,70.87591313919745,0.08032973580255202,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_26_139744,60,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.18,0.00075,0.0007,7095.6242875,7089.142399679777,6.4818878202231645,70.956242875,70.89142399679777,0.06481887820223164,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_26_650114,61,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.18,0.00075,0.0007,7095.6242875,7089.142399679777,6.4818878202231645,70.956242875,70.89142399679777,0.06481887820223164,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_26_963927,62,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7084.18,0.00075,0.0007,7095.6242875,7089.142399679777,6.4818878202231645,70.956242875,70.89142399679777,0.06481887820223164,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_27_308750,63,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7083.95,0.00075,0.0007,7095.6242875,7088.912238566997,6.712048933002734,70.956242875,70.88912238566998,0.06712048933002734,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_27_674581,64,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.03,0.00075,0.0007,7095.6242875,7086.990893625538,8.633393874461945,70.956242875,70.86990893625538,0.08633393874461945,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x104acb990>,20_04_20__00_03_27_980006,65,BTC,USDT,Binance,HitBtc,0.0522587229426043,370.99042254,0.0700992254443019,497.32,7100.95,7082.4,0.00075,0.0007,7095.6242875,7087.361152806965,8.263134693034772,70.956242875,70.87361152806965,0.08263134693034772,0.09704143399128952,0.1478606583034486,1049.37073699,False,threshold
