toolkit,now,run,base_sym,quote_sym,top_bid_xch,top_ask_xch,bid_acct_bal_BTC,bid_acct_bal_USD,ask_acct_bal_BTC,ask_acct_bal_USD,top_bid_prc_USD,top_ask_prc_USD,top_bid_fee,top_ask_fee,bid_inc_fees_USD,ask_inc_fees_USD,profit_inc_fees_USD,pro_rata_bid_USD,pro_rata_ask_USD,PRO_RATA_PROFIT_USD,MAXPROFIT_USD,TTL_BALANCE_BTC,TTL_BALANCE_US,proceed,description
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_32_828769,71,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.38,7145.9,0.00075,0.0008,7142.019465,7151.62129703763,-9.60183203762972,71.42019465,71.5162129703763,-0.0960183203762972,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_33_267844,72,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.38,7145.9,0.00075,0.0008,7142.019465,7151.62129703763,-9.60183203762972,71.42019465,71.5162129703763,-0.0960183203762972,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_33_893377,73,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.38,7145.9,0.00075,0.0008,7142.019465,7151.62129703763,-9.60183203762972,71.42019465,71.5162129703763,-0.0960183203762972,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_34_284891,74,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.38,7145.9,0.00075,0.0008,7142.019465,7151.62129703763,-9.60183203762972,71.42019465,71.5162129703763,-0.0960183203762972,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_34_589878,75,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.38,7145.9,0.00075,0.0008,7142.019465,7151.62129703763,-9.60183203762972,71.42019465,71.5162129703763,-0.0960183203762972,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_34_999443,76,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.38,7145.9,0.00075,0.0008,7142.019465,7151.62129703763,-9.60183203762972,71.42019465,71.5162129703763,-0.0960183203762972,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_35_410016,77,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.38,7145.9,0.00075,0.0008,7142.019465,7151.62129703763,-9.60183203762972,71.42019465,71.5162129703763,-0.0960183203762972,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_35_718299,78,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.38,7145.9,0.00075,0.0008,7142.019465,7151.62129703763,-9.60183203762972,71.42019465,71.5162129703763,-0.0960183203762972,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_36_030144,79,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.38,7145.9,0.00075,0.0008,7142.019465,7151.62129703763,-9.60183203762972,71.42019465,71.5162129703763,-0.0960183203762972,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_36_434248,80,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.45,7146.0,0.00075,0.0008,7142.0894124999995,7151.721377101681,-9.63196460168183,71.420894125,71.51721377101681,-0.0963196460168183,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_36_740654,81,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.46,7146.0,0.00075,0.0008,7142.099405,7151.721377101681,-9.621972101681422,71.42099405,71.51721377101681,-0.09621972101681422,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_37_153746,82,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.46,7146.0,0.00075,0.0008,7142.099405,7151.721377101681,-9.621972101681422,71.42099405,71.51721377101681,-0.09621972101681422,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_37_594780,83,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.46,7146.0,0.00075,0.0008,7142.099405,7151.721377101681,-9.621972101681422,71.42099405,71.51721377101681,-0.09621972101681422,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_38_108189,84,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.46,7146.0,0.00075,0.0008,7142.099405,7151.721377101681,-9.621972101681422,71.42099405,71.51721377101681,-0.09621972101681422,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_38_417267,85,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.46,7146.0,0.00075,0.0008,7142.099405,7151.721377101681,-9.621972101681422,71.42099405,71.51721377101681,-0.09621972101681422,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_38_783131,86,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.46,7146.0,0.00075,0.0008,7142.099405,7151.721377101681,-9.621972101681422,71.42099405,71.51721377101681,-0.09621972101681422,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_39_313897,87,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.48,7146.0,0.00075,0.0008,7142.119389999999,7151.721377101681,-9.601987101682425,71.42119389999999,71.51721377101681,-0.09601987101682426,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_39_712281,88,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.48,7146.0,0.00075,0.0008,7142.119389999999,7151.721377101681,-9.601987101682425,71.42119389999999,71.51721377101681,-0.09601987101682426,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_40_222339,89,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.5,7146.0,0.00075,0.0008,7142.139375,7151.721377101681,-9.58200210168161,71.42139375,71.51721377101681,-0.0958200210168161,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_40_579150,90,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.54,7146.0,0.00075,0.0008,7142.179345,7151.721377101681,-9.542032101681798,71.42179345,71.51721377101681,-0.09542032101681798,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_40_954618,91,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.61,7146.0,0.00075,0.0008,7142.2492925,7151.721377101681,-9.472084601681672,71.422492925,71.51721377101681,-0.09472084601681673,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_41_248864,92,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.66,7146.0,0.00075,0.0008,7142.299255,7151.721377101681,-9.422122101681452,71.42299255,71.51721377101681,-0.09422122101681453,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_41_562347,93,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.62,7146.1,0.00075,0.0008,7142.259285,7151.821457165733,-9.56217216573259,71.42259285,71.51821457165732,-0.09562172165732591,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_41_867055,94,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.62,7146.1,0.00075,0.0008,7142.259285,7151.821457165733,-9.56217216573259,71.42259285,71.51821457165732,-0.09562172165732591,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_42_267551,95,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.62,7146.1,0.00075,0.0008,7142.259285,7151.821457165733,-9.56217216573259,71.42259285,71.51821457165732,-0.09562172165732591,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_42_883235,96,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.62,7146.1,0.00075,0.0008,7142.259285,7151.821457165733,-9.56217216573259,71.42259285,71.51821457165732,-0.09562172165732591,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_43_183016,97,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.62,7146.1,0.00075,0.0008,7142.259285,7151.821457165733,-9.56217216573259,71.42259285,71.51821457165732,-0.09562172165732591,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_43_506240,98,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.62,7146.1,0.00075,0.0008,7142.259285,7151.821457165733,-9.56217216573259,71.42259285,71.51821457165732,-0.09562172165732591,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_43_837672,99,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.5,7146.1,0.00075,0.0008,7142.139375,7151.821457165733,-9.682082165732936,71.42139375,71.51821457165732,-0.09682082165732936,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
