toolkit,now,run,base_sym,quote_sym,top_bid_xch,top_ask_xch,bid_acct_bal_BTC,bid_acct_bal_USD,ask_acct_bal_BTC,ask_acct_bal_USD,top_bid_prc_USD,top_ask_prc_USD,top_bid_fee,top_ask_fee,bid_inc_fees_USD,ask_inc_fees_USD,profit_inc_fees_USD,pro_rata_bid_USD,pro_rata_ask_USD,PRO_RATA_PROFIT_USD,MAXPROFIT_USD,TTL_BALANCE_BTC,TTL_BALANCE_US,proceed,description
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_10_326130,10,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.03,7145.9,0.0007,0.0008,7142.0270789999995,7151.62129703763,-9.594218037630526,71.42027079,71.5162129703763,-0.09594218037630527,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_10_629000,11,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.21,7145.9,0.0007,0.0008,7142.206953,7151.62129703763,-9.414344037630144,71.42206953,71.5162129703763,-0.09414344037630144,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_10_945511,12,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.96,7145.9,0.0007,0.0008,7141.957128,7151.62129703763,-9.664169037630018,71.41957128,71.5162129703763,-0.09664169037630017,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_11_234880,13,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.78,7145.9,0.0007,0.0008,7141.777254,7151.62129703763,-9.8440430376304,71.41777254,71.5162129703763,-0.098440430376304,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_11_549692,14,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.73,7145.9,0.0007,0.0008,7141.7272889999995,7151.62129703763,-9.894008037630556,71.41727288999999,71.5162129703763,-0.09894008037630556,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_11_959403,15,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.78,7145.9,0.0007,0.0008,7141.777254,7151.62129703763,-9.8440430376304,71.41777254,71.5162129703763,-0.098440430376304,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_12_285735,16,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.78,7145.9,0.0007,0.0008,7141.777254,7151.62129703763,-9.8440430376304,71.41777254,71.5162129703763,-0.098440430376304,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_12_632448,17,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.86,7145.9,0.0007,0.0008,7141.857198,7151.62129703763,-9.76409903763033,71.41857198,71.5162129703763,-0.0976409903763033,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_13_011298,18,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.86,7145.9,0.0007,0.0008,7141.857198,7151.62129703763,-9.76409903763033,71.41857198,71.5162129703763,-0.0976409903763033,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_13_296848,19,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.84,7145.9,0.0007,0.0008,7141.837211999999,7151.62129703763,-9.784085037630575,71.41837212,71.5162129703763,-0.09784085037630576,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_13_700935,20,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.78,7145.9,0.0007,0.0008,7141.777254,7151.62129703763,-9.8440430376304,71.41777254,71.5162129703763,-0.098440430376304,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_14_109276,21,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7146.59,7145.9,0.00075,0.0008,7141.2300575,7151.62129703763,-10.3912395376301,71.412300575,71.5162129703763,-0.103912395376301,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_14_464516,22,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.7,7145.9,0.0007,0.0008,7141.69731,7151.62129703763,-9.923987037630468,71.41697309999999,71.5162129703763,-0.09923987037630468,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_14_928413,23,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.67,7145.9,0.0007,0.0008,7141.667331,7151.62129703763,-9.95396603763038,71.41667331,71.5162129703763,-0.0995396603763038,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_15_351073,24,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.67,7145.9,0.0007,0.0008,7141.667331,7151.62129703763,-9.95396603763038,71.41667331,71.5162129703763,-0.0995396603763038,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_15_635180,25,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.79,7145.9,0.0007,0.0008,7141.787246999999,7151.62129703763,-9.834050037630732,71.41787246999999,71.5162129703763,-0.09834050037630732,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_15_927527,26,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7146.87,7145.9,0.00075,0.0008,7141.5098474999995,7151.62129703763,-10.111449537630506,71.415098475,71.5162129703763,-0.10111449537630506,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_16_260056,27,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.96,7145.9,0.0007,0.0008,7141.957128,7151.62129703763,-9.664169037630018,71.41957128,71.5162129703763,-0.09664169037630017,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_17_494768,28,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.06,7145.9,0.0007,0.0008,7142.057058,7151.62129703763,-9.564239037629704,71.42057058,71.5162129703763,-0.09564239037629704,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_17_898840,29,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.05,7145.9,0.0007,0.0008,7142.047065,7151.62129703763,-9.574232037630281,71.42047065,71.5162129703763,-0.09574232037630281,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_18_254768,30,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.08,7145.9,0.0007,0.0008,7142.077044,7151.62129703763,-9.54425303763037,71.42077044,71.5162129703763,-0.0954425303763037,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_18_557127,31,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.07,7145.9,0.0007,0.0008,7142.067050999999,7151.62129703763,-9.554246037630946,71.42067051,71.5162129703763,-0.09554246037630947,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_18_843470,32,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7146.88,7145.9,0.00075,0.0008,7141.51984,7151.62129703763,-10.101457037630098,71.4151984,71.5162129703763,-0.10101457037630099,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_19_335645,33,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7146.88,7145.9,0.00075,0.0008,7141.51984,7151.62129703763,-10.101457037630098,71.4151984,71.5162129703763,-0.10101457037630099,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_19_653232,34,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.02,7145.9,0.0007,0.0008,7142.017086,7151.62129703763,-9.604211037630193,71.42017086,71.5162129703763,-0.09604211037630193,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_20_055709,35,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.16,7145.9,0.0007,0.0008,7142.156988,7151.62129703763,-9.4643090376303,71.42156987999999,71.5162129703763,-0.09464309037630302,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_20_355193,36,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.16,7145.9,0.0007,0.0008,7142.156988,7151.62129703763,-9.4643090376303,71.42156987999999,71.5162129703763,-0.09464309037630302,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_20_663536,37,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.16,7145.9,0.0007,0.0008,7142.156988,7151.62129703763,-9.4643090376303,71.42156987999999,71.5162129703763,-0.09464309037630302,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_20_974169,38,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7147.05,7145.9,0.0007,0.0008,7142.047065,7151.62129703763,-9.574232037630281,71.42047065,71.5162129703763,-0.09574232037630281,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_21_485410,39,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7146.88,7145.9,0.00075,0.0008,7141.51984,7151.62129703763,-10.101457037630098,71.4151984,71.5162129703763,-0.10101457037630099,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_21_873270,40,BTC,USDT,HitBtc,Kucoin,0.0695231085589416,497.32,0.0253165704620273,181.06031445,7146.89,7145.9,0.0007,0.0008,7141.8871770000005,7151.62129703763,-9.73412003762951,71.41887177000001,71.5162129703763,-0.0973412003762951,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_22_153927,41,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.29,7145.9,0.00075,0.0008,7141.929532499999,7151.62129703763,-9.691764537630661,71.419295325,71.5162129703763,-0.09691764537630661,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_22_496705,42,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7146.98,7145.9,0.00075,0.0008,7141.6197649999995,7151.62129703763,-10.001532037630568,71.41619765,71.5162129703763,-0.10001532037630569,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_22_824044,43,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7146.98,7145.9,0.00075,0.0008,7141.6197649999995,7151.62129703763,-10.001532037630568,71.41619765,71.5162129703763,-0.10001532037630569,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_23_152273,44,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7146.98,7145.9,0.00075,0.0008,7141.6197649999995,7151.62129703763,-10.001532037630568,71.41619765,71.5162129703763,-0.10001532037630569,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_23_437149,45,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.02,7145.9,0.00075,0.0008,7141.659735,7151.62129703763,-9.961562037629847,71.41659735,71.5162129703763,-0.09961562037629847,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_23_776141,46,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.02,7145.9,0.00075,0.0008,7141.659735,7151.62129703763,-9.961562037629847,71.41659735,71.5162129703763,-0.09961562037629847,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_24_143826,47,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7146.99,7145.9,0.00075,0.0008,7141.6297575,7151.62129703763,-9.99153953763016,71.416297575,71.5162129703763,-0.0999153953763016,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_24_452378,48,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.15,7145.9,0.00075,0.0008,7141.789637499999,7151.62129703763,-9.831659537630912,71.417896375,71.5162129703763,-0.09831659537630913,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_24_802599,49,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.19,7145.9,0.00075,0.0008,7141.8296075,7151.62129703763,-9.791689537630191,71.418296075,71.5162129703763,-0.09791689537630191,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_25_271303,50,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.19,7145.9,0.00075,0.0008,7141.8296075,7151.62129703763,-9.791689537630191,71.418296075,71.5162129703763,-0.09791689537630191,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_25_584185,51,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.19,7145.9,0.00075,0.0008,7141.8296075,7151.62129703763,-9.791689537630191,71.418296075,71.5162129703763,-0.09791689537630191,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_25_987557,52,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.19,7145.9,0.00075,0.0008,7141.8296075,7151.62129703763,-9.791689537630191,71.418296075,71.5162129703763,-0.09791689537630191,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_26_296408,53,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.23,7145.9,0.00075,0.0008,7141.8695775,7151.62129703763,-9.751719537630379,71.418695775,71.5162129703763,-0.0975171953763038,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_26_619431,54,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.23,7145.9,0.00075,0.0008,7141.8695775,7151.62129703763,-9.751719537630379,71.418695775,71.5162129703763,-0.0975171953763038,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_27_010970,55,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.27,7145.9,0.00075,0.0008,7141.9095475,7151.62129703763,-9.711749537629657,71.419095475,71.5162129703763,-0.09711749537629658,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_27_524871,56,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.27,7145.9,0.00075,0.0008,7141.9095475,7151.62129703763,-9.711749537629657,71.419095475,71.5162129703763,-0.09711749537629658,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_27_935845,57,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.27,7145.9,0.00075,0.0008,7141.9095475,7151.62129703763,-9.711749537629657,71.419095475,71.5162129703763,-0.09711749537629658,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_28_244702,58,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.27,7145.9,0.00075,0.0008,7141.9095475,7151.62129703763,-9.711749537629657,71.419095475,71.5162129703763,-0.09711749537629658,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_28_546734,59,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.27,7145.9,0.00075,0.0008,7141.9095475,7151.62129703763,-9.711749537629657,71.419095475,71.5162129703763,-0.09711749537629658,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_28_934646,60,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.27,7145.9,0.00075,0.0008,7141.9095475,7151.62129703763,-9.711749537629657,71.419095475,71.5162129703763,-0.09711749537629658,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_29_265643,61,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.27,7145.9,0.00075,0.0008,7141.9095475,7151.62129703763,-9.711749537629657,71.419095475,71.5162129703763,-0.09711749537629658,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_29_573374,62,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.23,7145.9,0.00075,0.0008,7141.8695775,7151.62129703763,-9.751719537630379,71.418695775,71.5162129703763,-0.0975171953763038,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_30_043419,63,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.23,7145.9,0.00075,0.0008,7141.8695775,7151.62129703763,-9.751719537630379,71.418695775,71.5162129703763,-0.0975171953763038,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_30_389624,64,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.23,7145.9,0.00075,0.0008,7141.8695775,7151.62129703763,-9.751719537630379,71.418695775,71.5162129703763,-0.0975171953763038,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_30_700011,65,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.23,7145.9,0.00075,0.0008,7141.8695775,7151.62129703763,-9.751719537630379,71.418695775,71.5162129703763,-0.0975171953763038,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_31_109298,66,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.28,7145.9,0.00075,0.0008,7141.91954,7151.62129703763,-9.70175703763016,71.4191954,71.5162129703763,-0.0970175703763016,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_31_416359,67,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.32,7145.9,0.00075,0.0008,7141.95951,7151.62129703763,-9.661787037630347,71.4195951,71.5162129703763,-0.09661787037630347,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_31_723760,68,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.35,7145.9,0.00075,0.0008,7141.9894875,7151.62129703763,-9.631809537630033,71.419894875,71.5162129703763,-0.09631809537630033,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_32_144522,69,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.35,7145.9,0.00075,0.0008,7141.9894875,7151.62129703763,-9.631809537630033,71.419894875,71.5162129703763,-0.09631809537630033,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x111452410>,20_04_20__07_50_32_540985,70,BTC,USDT,Binance,Kucoin,0.0518603344930495,370.99042254,0.0253165704620273,181.06031445,7147.37,7145.9,0.00075,0.0008,7142.0094725,7151.62129703763,-9.611824537630127,71.420094725,71.5162129703763,-0.09611824537630127,-0.09364943067801505,0.1467000135140184,1049.37073699,False,threshold
