toolkit,now,run,base_sym,quote_sym,top_bid_xch,top_ask_xch,bid_acct_bal_BTC,bid_acct_bal_USD,ask_acct_bal_BTC,ask_acct_bal_USD,top_bid_prc_USD,top_ask_prc_USD,top_bid_fee,top_ask_fee,bid_inc_fees_USD,ask_inc_fees_USD,profit_inc_fees_USD,pro_rata_bid_USD,pro_rata_ask_USD,PRORATA_PROFIT_USD,MAXPROFIT_USD,TTL_BALANCE_BTC_IN,TTL_BALANCE_US_IN,proceed,description
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_10_235664,166,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7017.5,7016.67,0.0008,0.0007,7011.8859999999995,7021.585109576704,-9.699109576704359,70.11886,70.21585109576704,-0.0969910957670436,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_10_527871,167,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7017.5,7016.67,0.0008,0.0007,7011.8859999999995,7021.585109576704,-9.699109576704359,70.11886,70.21585109576704,-0.0969910957670436,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_10_818436,168,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7017.5,7016.87,0.0008,0.0007,7011.8859999999995,7021.785249674773,-9.899249674773273,70.11886,70.21785249674772,-0.09899249674773274,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_11_379223,169,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.5,7017.01,0.0008,0.00075,7011.8859999999995,7022.276707530648,-10.390707530648797,70.11886,70.22276707530648,-0.10390707530648798,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_11_662655,170,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.5,7017.01,0.0008,0.00075,7011.8859999999995,7022.276707530648,-10.390707530648797,70.11886,70.22276707530648,-0.10390707530648798,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_11_952268,171,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.5,7017.01,0.0008,0.00075,7011.8859999999995,7022.276707530648,-10.390707530648797,70.11886,70.22276707530648,-0.10390707530648798,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_12_245415,172,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.5,7016.72,0.0008,0.00075,7011.8859999999995,7021.986489867401,-10.100489867401848,70.11886,70.21986489867402,-0.10100489867401848,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_12_602228,173,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7017.5,7016.61,0.0008,0.0007,7011.8859999999995,7021.525067547283,-9.639067547283048,70.11886,70.21525067547283,-0.09639067547283048,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_12_902623,174,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7017.5,7016.58,0.0008,0.0007,7011.8859999999995,7021.495046532573,-9.609046532573302,70.11886,70.21495046532573,-0.09609046532573302,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_13_206095,175,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7017.5,7016.65,0.0008,0.0007,7011.8859999999995,7021.565095566897,-9.679095566897558,70.11886,70.21565095566898,-0.09679095566897558,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_13_499734,176,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.5,7017.11,0.0008,0.00075,7011.8859999999995,7022.37678258694,-10.49078258694044,70.11886,70.2237678258694,-0.1049078258694044,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_13_783463,177,BTC,USDT,Binance,Kucoin,0.0528608914912684,371.22644698,0.0461101348349976,323.83839345,7018.99,7017.5,0.00075,0.0008,7013.725757499999,7023.118494795837,-9.392737295837833,70.13725757499999,70.23118494795837,-0.09392737295837833,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_14_067634,178,BTC,USDT,Binance,Kucoin,0.0528608914912684,371.22644698,0.0461101348349976,323.83839345,7019.01,7017.5,0.00075,0.0008,7013.7457425,7023.118494795837,-9.372752295837017,70.13745742500001,70.23118494795837,-0.09372752295837017,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_14_364213,179,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.96,7017.5,0.0007,0.0008,7014.046727999999,7023.118494795837,-9.071766795837902,70.14046728,70.23118494795837,-0.09071766795837903,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_14_667165,180,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.85,7018.0,0.0007,0.0008,7013.936805,7023.618895116093,-9.682090116092695,70.13936805,70.23618895116093,-0.09682090116092695,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_14_959817,181,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.98,7018.0,0.0007,0.0008,7014.066714,7023.618895116093,-9.55218111609338,70.14066713999999,70.23618895116093,-0.09552181116093379,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_15_269198,182,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.94,7018.0,0.0007,0.0008,7014.026741999999,7023.618895116093,-9.592153116093868,70.14026741999999,70.23618895116093,-0.09592153116093868,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_15_574930,183,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.8,7018.0,0.0007,0.0008,7013.88684,7023.618895116093,-9.732055116092852,70.1388684,70.23618895116093,-0.09732055116092853,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_15_867168,184,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.8,7018.0,0.0007,0.0008,7013.88684,7023.618895116093,-9.732055116092852,70.1388684,70.23618895116093,-0.09732055116092853,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_16_173081,185,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.81,7018.0,0.0007,0.0008,7013.896833,7023.618895116093,-9.722062116093184,70.13896833,70.23618895116093,-0.09722062116093184,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_16_563460,186,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.39,7018.0,0.0007,0.0008,7013.477127,7023.618895116093,-10.141768116092862,70.13477127,70.23618895116093,-0.10141768116092863,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_16_880147,187,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.33,7018.0,0.0007,0.0008,7013.417168999999,7023.618895116093,-10.201726116093596,70.13417169,70.23618895116093,-0.10201726116093596,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_17_184625,188,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.34,7018.0,0.0007,0.0008,7013.427162,7023.618895116093,-10.191733116093019,70.13427162,70.23618895116093,-0.10191733116093019,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_17_498363,189,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.34,7018.0,0.0007,0.0008,7013.427162,7023.618895116093,-10.191733116093019,70.13427162,70.23618895116093,-0.10191733116093019,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_17_788939,190,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.34,7018.0,0.0007,0.0008,7013.427162,7023.618895116093,-10.191733116093019,70.13427162,70.23618895116093,-0.10191733116093019,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_18_079806,191,BTC,USDT,Kucoin,Kucoin,0.0461101348349976,323.83839345,0.0461101348349976,323.83839345,7017.9,7018.0,0.0008,0.0008,7012.285679999999,7023.618895116093,-11.333215116093925,70.1228568,70.23618895116093,-0.11333215116093925,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_18_366374,192,BTC,USDT,HitBtc,Binance,0.0911041162563843,640.27835905,0.0528608914912684,371.22644698,7017.97,7017.88,0.0007,0.00075,7013.057421,7023.147360520391,-10.089939520390544,70.13057421,70.23147360520392,-0.10089939520390545,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_18_658157,193,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.16,7018.0,0.0007,0.0008,7013.247288,7023.618895116093,-10.3716071160934,70.13247288,70.23618895116093,-0.10371607116093401,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_18_947915,194,BTC,USDT,HitBtc,Kucoin,0.0911041162563843,640.27835905,0.0461101348349976,323.83839345,7018.26,7018.0,0.0007,0.0008,7013.347218,7023.618895116093,-10.271677116093088,70.13347218,70.23618895116093,-0.10271677116093088,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_19_274958,195,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.8,0.0008,0.00075,7012.285679999999,7023.067300475357,-10.781620475358068,70.1228568,70.23067300475357,-0.10781620475358068,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_19_559473,196,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.8,0.0008,0.00075,7012.285679999999,7023.067300475357,-10.781620475358068,70.1228568,70.23067300475357,-0.10781620475358068,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_19_852657,197,BTC,USDT,HitBtc,Binance,0.0911041162563843,640.27835905,0.0528608914912684,371.22644698,7018.02,7017.8,0.0007,0.00075,7013.107386000001,7023.067300475357,-9.959914475356527,70.13107386,70.23067300475357,-0.09959914475356527,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_20_147172,198,BTC,USDT,HitBtc,Binance,0.0911041162563843,640.27835905,0.0528608914912684,371.22644698,7018.17,7017.8,0.0007,0.00075,7013.257281,7023.067300475357,-9.810019475356967,70.13257281,70.23067300475357,-0.09810019475356967,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_20_458732,199,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.8,0.0008,0.00075,7012.285679999999,7023.067300475357,-10.781620475358068,70.1228568,70.23067300475357,-0.10781620475358068,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_20_782125,200,BTC,USDT,HitBtc,Binance,0.0911041162563843,640.27835905,0.0528608914912684,371.22644698,7017.96,7017.74,0.0007,0.00075,7013.047428,7023.007255441581,-9.959827441581183,70.13047428,70.23007255441581,-0.09959827441581183,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_21_069026,201,BTC,USDT,HitBtc,Binance,0.0911041162563843,640.27835905,0.0528608914912684,371.22644698,7018.16,7017.8,0.0007,0.00075,7013.247288,7023.067300475357,-9.820012475357544,70.13247288,70.23067300475357,-0.09820012475357544,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_21_453483,202,BTC,USDT,HitBtc,Binance,0.0911041162563843,640.27835905,0.0528608914912684,371.22644698,7018.32,7017.8,0.0007,0.00075,7013.407176,7023.067300475357,-9.660124475357406,70.13407176,70.23067300475357,-0.09660124475357407,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_21_745995,203,BTC,USDT,HitBtc,Binance,0.0911041162563843,640.27835905,0.0528608914912684,371.22644698,7018.27,7017.8,0.0007,0.00075,7013.3572110000005,7023.067300475357,-9.710089475356654,70.13357211,70.23067300475357,-0.09710089475356654,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_22_037505,204,BTC,USDT,HitBtc,Binance,0.0911041162563843,640.27835905,0.0528608914912684,371.22644698,7018.27,7017.8,0.0007,0.00075,7013.3572110000005,7023.067300475357,-9.710089475356654,70.13357211,70.23067300475357,-0.09710089475356654,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_22_356171,205,BTC,USDT,HitBtc,Binance,0.0911041162563843,640.27835905,0.0528608914912684,371.22644698,7018.3,7017.56,0.0007,0.00075,7013.38719,7022.8271203402555,-9.43993034025516,70.1338719,70.22827120340256,-0.0943993034025516,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_22_669863,206,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.56,0.0008,0.00075,7012.285679999999,7022.8271203402555,-10.541440340256486,70.1228568,70.22827120340256,-0.10541440340256486,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_23_008292,207,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.54,0.0008,0.00075,7012.285679999999,7022.807105328997,-10.521425328997793,70.1228568,70.22807105328997,-0.10521425328997794,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_23_298173,208,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.56,0.0008,0.00075,7012.285679999999,7022.8271203402555,-10.541440340256486,70.1228568,70.22827120340256,-0.10541440340256486,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_23_595008,209,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.56,0.0008,0.00075,7012.285679999999,7022.8271203402555,-10.541440340256486,70.1228568,70.22827120340256,-0.10541440340256486,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_23_878323,210,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.56,0.0008,0.00075,7012.285679999999,7022.8271203402555,-10.541440340256486,70.1228568,70.22827120340256,-0.10541440340256486,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_24_172326,211,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.42,0.0008,0.00075,7012.285679999999,7022.6870152614465,-10.401335261447457,70.1228568,70.22687015261447,-0.10401335261447457,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_24_469424,212,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.2,0.0008,0.00075,7012.285679999999,7022.466850137604,-10.181170137604568,70.1228568,70.22466850137604,-0.10181170137604567,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_24_785357,213,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.16,0.0008,0.00075,7012.285679999999,7022.426820115086,-10.141140115087182,70.1228568,70.22426820115086,-0.10141140115087183,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_25_070498,214,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.19,0.0008,0.00075,7012.285679999999,7022.456842631974,-10.171162631974767,70.1228568,70.22456842631973,-0.10171162631974767,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_25_392020,215,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.11,0.0008,0.00075,7012.285679999999,7022.37678258694,-10.091102586940906,70.1228568,70.2237678258694,-0.10091102586940906,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_25_706885,216,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7017.9,7017.03,0.0008,0.0007,7012.285679999999,7021.945361753227,-9.659681753228142,70.1228568,70.21945361753227,-0.09659681753228143,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_25_998737,217,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7017.9,7017.06,0.0008,0.0007,7012.285679999999,7021.975382767938,-9.689702767938797,70.1228568,70.21975382767938,-0.09689702767938797,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_26_283024,218,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7017.9,7017.01,0.0008,0.0007,7012.285679999999,7021.925347743421,-9.639667743422251,70.1228568,70.21925347743421,-0.09639667743422252,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_26_587124,219,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.9,7017.05,0.0008,0.00075,7012.285679999999,7022.316737553166,-10.031057553166647,70.1228568,70.22316737553166,-0.10031057553166647,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_26_876765,220,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.4,7014.96,0.0008,0.00075,7011.78608,7020.225168876657,-8.439088876657479,70.1178608,70.20225168876658,-0.08439088876657479,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_27_169413,221,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.0,7014.84,0.0008,0.00075,7011.386399999999,7020.105078809107,-8.718678809107587,70.11386399999999,70.20105078809107,-0.08718678809107587,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_27_459875,222,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.0,7014.71,0.0008,0.00075,7011.386399999999,7019.974981235927,-8.58858123592745,70.11386399999999,70.19974981235927,-0.08588581235927449,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_27_760168,223,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.0,7014.63,0.0008,0.00075,7011.386399999999,7019.894921190894,-8.508521190894498,70.11386399999999,70.19894921190894,-0.08508521190894498,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_28_060921,224,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.0,7014.67,0.0008,0.00075,7011.386399999999,7019.93495121341,-8.548551213410974,70.11386399999999,70.1993495121341,-0.08548551213410974,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_28_401063,225,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.0,7014.67,0.0008,0.00075,7011.386399999999,7019.93495121341,-8.548551213410974,70.11386399999999,70.1993495121341,-0.08548551213410974,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_28_728612,226,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7017.0,7014.67,0.0008,0.00075,7011.386399999999,7019.93495121341,-8.548551213410974,70.11386399999999,70.1993495121341,-0.08548551213410974,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_29_018204,227,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7015.8,7013.48,0.0008,0.00075,7010.18736,7018.744058043532,-8.556698043532379,70.1018736,70.18744058043532,-0.08556698043532379,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_29_502872,228,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7015.8,7014.6,0.0008,0.00075,7010.18736,7019.864898674006,-9.677538674006428,70.1018736,70.19864898674007,-0.09677538674006428,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_29_807698,229,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7015.8,7015.0,0.0008,0.00075,7010.18736,7020.265198899175,-10.077838899174822,70.1018736,70.20265198899175,-0.10077838899174822,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_30_097814,230,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7015.8,7015.0,0.0008,0.00075,7010.18736,7020.265198899175,-10.077838899174822,70.1018736,70.20265198899175,-0.10077838899174822,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_30_394789,231,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7015.8,7014.92,0.0008,0.00075,7010.18736,7020.185138854141,-9.997778854140961,70.1018736,70.20185138854141,-0.09997778854140961,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_30_677545,232,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7015.8,7014.81,0.0008,0.00075,7010.18736,7020.075056292219,-9.887696292219516,70.1018736,70.2007505629222,-0.09887696292219517,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_30_952326,233,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7015.8,7013.43,0.0008,0.00075,7010.18736,7018.694020515387,-8.506660515387011,70.1018736,70.18694020515387,-0.08506660515387011,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_31_235862,234,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7015.8,7013.33,0.0008,0.00075,7010.18736,7018.593945459094,-8.406585459094458,70.1018736,70.18593945459095,-0.08406585459094458,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_16_31_534190,235,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7015.4,7013.2,0.0008,0.00075,7009.787679999999,7018.463847885914,-8.676167885914765,70.0978768,70.18463847885914,-0.08676167885914765,-0.07153680173380962,0.1900751425826503,1335.3431994799998,False,threshold
