toolkit,now,run,base_sym,quote_sym,top_bid_xch,top_ask_xch,bid_acct_bal_BTC,bid_acct_bal_USD,ask_acct_bal_BTC,ask_acct_bal_USD,top_bid_prc_USD,top_ask_prc_USD,top_bid_fee,top_ask_fee,bid_inc_fees_USD,ask_inc_fees_USD,profit_inc_fees_USD,pro_rata_bid_USD,pro_rata_ask_USD,PRORATA_PROFIT_USD,MAXPROFIT_USD,TTL_BALANCE_BTC_IN,TTL_BALANCE_US_IN,proceed,description
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_21_526304,10,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7019.84,0.0008,0.00075,7014.8836,7025.108831623718,-10.225231623718173,70.148836,70.25108831623719,-0.10225231623718173,-0.09774893870403503,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_21_852977,11,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7019.3,0.0008,0.00075,7014.8836,7024.56842631974,-9.684826319739841,70.148836,70.2456842631974,-0.09684826319739841,-0.09684826319739841,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_22_130081,12,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7019.26,0.0008,0.00075,7014.8836,7024.5283962972235,-9.644796297223365,70.148836,70.24528396297224,-0.09644796297223365,-0.09644796297223365,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_22_442333,13,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7019.23,0.0008,0.00075,7014.8836,7024.498373780335,-9.614773780334872,70.148836,70.24498373780335,-0.09614773780334872,-0.09614773780334872,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_22_717689,14,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7019.23,0.0008,0.00075,7014.8836,7024.498373780335,-9.614773780334872,70.148836,70.24498373780335,-0.09614773780334872,-0.09614773780334872,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_23_038918,15,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7019.03,0.0008,0.00075,7014.8836,7024.298223667751,-9.414623667750675,70.148836,70.2429822366775,-0.09414623667750675,-0.09414623667750675,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_23_320777,16,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7019.01,0.0008,0.00075,7014.8836,7024.278208656493,-9.394608656492892,70.148836,70.24278208656493,-0.09394608656492892,-0.09394608656492892,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_23_646801,17,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7018.96,0.0008,0.00075,7014.8836,7024.228171128347,-9.344571128346615,70.148836,70.24228171128347,-0.09344571128346615,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_23_935542,18,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7018.96,0.0008,0.00075,7014.8836,7024.228171128347,-9.344571128346615,70.148836,70.24228171128347,-0.09344571128346615,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_24_232436,19,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7018.96,0.0008,0.00075,7014.8836,7024.228171128347,-9.344571128346615,70.148836,70.24228171128347,-0.09344571128346615,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_24_526257,20,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7019.22,0.0008,0.00075,7014.8836,7024.488366274706,-9.60476627470598,70.148836,70.24488366274706,-0.09604766274705981,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_24_837885,21,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.5,7019.23,0.0008,0.00075,7014.8836,7024.498373780335,-9.614773780334872,70.148836,70.24498373780335,-0.09614773780334872,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_25_192833,22,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7019.19,0.0008,0.00075,7014.384,7024.4583437578185,-10.074343757818497,70.14384,70.24458343757819,-0.10074343757818496,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_25_529288,23,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7018.96,0.0008,0.00075,7014.384,7024.228171128347,-9.844171128346716,70.14384,70.24228171128347,-0.09844171128346715,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_25_824951,24,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7018.96,0.0008,0.00075,7014.384,7024.228171128347,-9.844171128346716,70.14384,70.24228171128347,-0.09844171128346715,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_26_122209,25,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7018.96,0.0008,0.00075,7014.384,7024.228171128347,-9.844171128346716,70.14384,70.24228171128347,-0.09844171128346715,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_26_403578,26,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7018.96,0.0008,0.00075,7014.384,7024.228171128347,-9.844171128346716,70.14384,70.24228171128347,-0.09844171128346715,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_26_733146,27,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7019.22,0.0008,0.00075,7014.384,7024.488366274706,-10.10436627470608,70.14384,70.24488366274706,-0.10104366274706081,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_27_035580,28,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7019.23,0.0008,0.00075,7014.384,7024.498373780335,-10.114373780334972,70.14384,70.24498373780335,-0.10114373780334973,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_27_346058,29,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7018.96,0.0008,0.00075,7014.384,7024.228171128347,-9.844171128346716,70.14384,70.24228171128347,-0.09844171128346715,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_27_676208,30,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7019.18,0.0008,0.00075,7014.384,7024.44833625219,-10.064336252189605,70.14384,70.2444833625219,-0.10064336252189605,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_27_958225,31,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7019.09,0.0008,0.00075,7014.384,7024.358268701527,-9.974268701526853,70.14384,70.24358268701528,-0.09974268701526853,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_28_263455,32,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7019.22,0.0008,0.00075,7014.384,7024.488366274706,-10.10436627470608,70.14384,70.24488366274706,-0.10104366274706081,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_28_540357,33,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7019.22,0.0008,0.00075,7014.384,7024.488366274706,-10.10436627470608,70.14384,70.24488366274706,-0.10104366274706081,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_28_851316,34,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7018.96,0.0008,0.00075,7014.384,7024.228171128347,-9.844171128346716,70.14384,70.24228171128347,-0.09844171128346715,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_29_184362,35,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7018.96,0.0008,0.00075,7014.384,7024.228171128347,-9.844171128346716,70.14384,70.24228171128347,-0.09844171128346715,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_29_588723,36,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7020.0,7018.96,0.0008,0.00075,7014.384,7024.228171128347,-9.844171128346716,70.14384,70.24228171128347,-0.09844171128346715,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_29_883167,37,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7019.7,7018.79,0.0008,0.0007,7014.084239999999,7023.706594616232,-9.62235461623277,70.1408424,70.23706594616232,-0.0962235461623277,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_30_176968,38,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.7,7018.96,0.0008,0.00075,7014.084239999999,7024.228171128347,-10.143931128347504,70.1408424,70.24228171128347,-0.10143931128347504,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_30_480302,39,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.7,7018.96,0.0008,0.00075,7014.084239999999,7024.228171128347,-10.143931128347504,70.1408424,70.24228171128347,-0.10143931128347504,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_30_770770,40,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.7,7018.96,0.0008,0.00075,7014.084239999999,7024.228171128347,-10.143931128347504,70.1408424,70.24228171128347,-0.10143931128347504,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_31_096208,41,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.7,7018.96,0.0008,0.00075,7014.084239999999,7024.228171128347,-10.143931128347504,70.1408424,70.24228171128347,-0.10143931128347504,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_31_453326,42,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.7,7018.96,0.0008,0.00075,7014.084239999999,7024.228171128347,-10.143931128347504,70.1408424,70.24228171128347,-0.10143931128347504,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_31_784327,43,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.7,7018.96,0.0008,0.00075,7014.084239999999,7024.228171128347,-10.143931128347504,70.1408424,70.24228171128347,-0.10143931128347504,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_32_133536,44,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.7,7018.96,0.0008,0.00075,7014.084239999999,7024.228171128347,-10.143931128347504,70.1408424,70.24228171128347,-0.10143931128347504,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_32_461546,45,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.96,0.0008,0.00075,7013.9843200000005,7024.228171128347,-10.24385112834625,70.1398432,70.24228171128347,-0.1024385112834625,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_32_828611,46,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.96,0.0008,0.00075,7013.9843200000005,7024.228171128347,-10.24385112834625,70.1398432,70.24228171128347,-0.1024385112834625,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_33_133486,47,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.96,0.0008,0.00075,7013.9843200000005,7024.228171128347,-10.24385112834625,70.1398432,70.24228171128347,-0.1024385112834625,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_33_479197,48,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.96,0.0008,0.00075,7013.9843200000005,7024.228171128347,-10.24385112834625,70.1398432,70.24228171128347,-0.1024385112834625,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_33_776356,49,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.96,0.0008,0.00075,7013.9843200000005,7024.228171128347,-10.24385112834625,70.1398432,70.24228171128347,-0.1024385112834625,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_34_058922,50,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.96,0.0008,0.00075,7013.9843200000005,7024.228171128347,-10.24385112834625,70.1398432,70.24228171128347,-0.1024385112834625,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_34_393713,51,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.96,0.0008,0.00075,7013.9843200000005,7024.228171128347,-10.24385112834625,70.1398432,70.24228171128347,-0.1024385112834625,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_34_697827,52,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.93,0.0008,0.00075,7013.9843200000005,7024.198148611459,-10.213828611458666,70.1398432,70.2419814861146,-0.10213828611458667,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_35_055987,53,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.78,0.0008,0.00075,7013.9843200000005,7024.04803602702,-10.063716027019836,70.1398432,70.24048036027021,-0.10063716027019837,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_35_363729,54,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7019.6,7018.67,0.0008,0.0007,7013.9843200000005,7023.58651055739,-9.602190557389804,70.1398432,70.23586510557391,-0.09602190557389804,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_35_659964,55,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7019.6,7018.63,0.0008,0.0007,7013.9843200000005,7023.546482537777,-9.562162537776203,70.1398432,70.23546482537778,-0.09562162537776203,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_36_011283,56,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7019.6,7018.63,0.0008,0.0007,7013.9843200000005,7023.546482537777,-9.562162537776203,70.1398432,70.23546482537778,-0.09562162537776203,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_36_306702,57,BTC,USDT,Kucoin,HitBtc,0.0461101348349976,323.83839345,0.0911041162563843,640.27835905,7019.6,7018.67,0.0008,0.0007,7013.9843200000005,7023.58651055739,-9.602190557389804,70.1398432,70.23586510557391,-0.09602190557389804,-0.09344571128346615,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_36_603878,58,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.05,0.0008,0.00075,7013.9843200000005,7023.317488116088,-9.333168116087109,70.1398432,70.23317488116088,-0.09333168116087108,-0.09333168116087108,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_36_911195,59,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.05,0.0008,0.00075,7013.9843200000005,7023.317488116088,-9.333168116087109,70.1398432,70.23317488116088,-0.09333168116087108,-0.09333168116087108,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_37_199965,60,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.05,0.0008,0.00075,7013.9843200000005,7023.317488116088,-9.333168116087109,70.1398432,70.23317488116088,-0.09333168116087108,-0.09333168116087108,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_37_503200,61,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7018.05,0.0008,0.00075,7013.9843200000005,7023.317488116088,-9.333168116087109,70.1398432,70.23317488116088,-0.09333168116087108,-0.09333168116087108,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_37_785477,62,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7017.68,0.0008,0.00075,7013.9843200000005,7022.947210407807,-8.962890407806299,70.1398432,70.22947210407807,-0.089628904078063,-0.089628904078063,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_38_077670,63,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7017.63,0.0008,0.00075,7013.9843200000005,7022.8971728796605,-8.912852879660022,70.1398432,70.22897172879661,-0.08912852879660023,-0.08912852879660023,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_38_360970,64,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7017.66,0.0008,0.00075,7013.9843200000005,7022.927195396547,-8.942875396546697,70.1398432,70.22927195396548,-0.08942875396546697,-0.08912852879660023,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_38_648755,65,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7017.66,0.0008,0.00075,7013.9843200000005,7022.927195396547,-8.942875396546697,70.1398432,70.22927195396548,-0.08942875396546697,-0.08912852879660023,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_38_972904,66,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7017.66,0.0008,0.00075,7013.9843200000005,7022.927195396547,-8.942875396546697,70.1398432,70.22927195396548,-0.08942875396546697,-0.08912852879660023,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_39_287265,67,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7017.66,0.0008,0.00075,7013.9843200000005,7022.927195396547,-8.942875396546697,70.1398432,70.22927195396548,-0.08942875396546697,-0.08912852879660023,0.1900751425826503,1335.3431994799998,False,threshold
<k_toolKit.Toolkit object at 0x7f921580f5c0>,20_04_20__13_15_39_585601,68,BTC,USDT,Kucoin,Binance,0.0461101348349976,323.83839345,0.0528608914912684,371.22644698,7019.6,7017.66,0.0008,0.00075,7013.9843200000005,7022.927195396547,-8.942875396546697,70.1398432,70.22927195396548,-0.08942875396546697,-0.08912852879660023,0.1900751425826503,1335.3431994799998,False,threshold
