toolkit,now,run,base_sym,quote_sym,top_bid_xch,top_ask_xch,bid_acct_bal_BTC,bid_acct_bal_USD,ask_acct_bal_BTC,ask_acct_bal_USD,top_bid_prc_USD,top_ask_prc_USD,top_bid_fee,top_ask_fee,bid_inc_fees_USD,ask_inc_fees_USD,profit_inc_fees_USD,pro_rata_bid_USD,pro_rata_ask_USD,PRO_RATA_PROFIT_USD,TTL_BALANCE_BTC,TTL_BALANCE_US
<k_toolKit.Toolkit object at 0x7efd097cd588>,20_04_19__09_22_39_736242,0,BTC,USDT,Kucoin,Binance,0.0253747576479256,181.06031445,0.0519875846715599,370.99042254,7138.4,7137.0,0.0008,0.00075,7132.68928,7142.356767575682,-9.667487575682571,71.3268928,71.42356767575683,-0.09667487575682572,0.1470538998748073,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x7efd097cd588>,20_04_19__09_22_42_708859,1,BTC,USDT,Kucoin,Binance,0.0253747576479256,181.06031445,0.0519875846715599,370.99042254,7138.4,7137.0,0.0008,0.00075,7132.68928,7142.356767575682,-9.667487575682571,71.3268928,71.42356767575683,-0.09667487575682572,0.1470538998748073,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x7efd097cd588>,20_04_19__09_22_43_991347,2,BTC,USDT,Kucoin,Binance,0.0253747576479256,181.06031445,0.0519875846715599,370.99042254,7138.4,7137.0,0.0008,0.00075,7132.68928,7142.356767575682,-9.667487575682571,71.3268928,71.42356767575683,-0.09667487575682572,0.1470538998748073,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x7efd097cd588>,20_04_19__09_22_45_285437,3,BTC,USDT,Kucoin,Binance,0.0253747576479256,181.06031445,0.0519875846715599,370.99042254,7138.4,7137.0,0.0008,0.00075,7132.68928,7142.356767575682,-9.667487575682571,71.3268928,71.42356767575683,-0.09667487575682572,0.1470538998748073,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x7efd097cd588>,20_04_19__09_22_46_587878,4,BTC,USDT,Kucoin,Binance,0.0253747576479256,181.06031445,0.0519875846715599,370.99042254,7138.4,7137.0,0.0008,0.00075,7132.68928,7142.356767575682,-9.667487575682571,71.3268928,71.42356767575683,-0.09667487575682572,0.1470538998748073,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x7efd097cd588>,20_04_19__09_22_47_882285,5,BTC,USDT,Kucoin,Binance,0.0253747576479256,181.06031445,0.0519875846715599,370.99042254,7138.4,7137.0,0.0008,0.00075,7132.68928,7142.356767575682,-9.667487575682571,71.3268928,71.42356767575683,-0.09667487575682572,0.1470538998748073,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x7efd097cd588>,20_04_19__09_22_49_175869,6,BTC,USDT,Kucoin,Binance,0.0253747576479256,181.06031445,0.0519875846715599,370.99042254,7138.4,7136.97,0.0008,0.00075,7132.68928,7142.326745058795,-9.637465058794987,71.3268928,71.42326745058794,-0.09637465058794988,0.1470538998748073,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x7efd097cd588>,20_04_19__09_22_50_460910,7,BTC,USDT,Kucoin,Binance,0.0253747576479256,181.06031445,0.0519875846715599,370.99042254,7138.4,7137.0,0.0008,0.00075,7132.68928,7142.356767575682,-9.667487575682571,71.3268928,71.42356767575683,-0.09667487575682572,0.1470538998748073,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x7efd097cd588>,20_04_19__09_22_51_752838,8,BTC,USDT,Kucoin,Binance,0.0253747576479256,181.06031445,0.0519875846715599,370.99042254,7138.4,7137.0,0.0008,0.00075,7132.68928,7142.356767575682,-9.667487575682571,71.3268928,71.42356767575683,-0.09667487575682572,0.1470538998748073,1049.37073699,False,threshold
<k_toolKit.Toolkit object at 0x7efd097cd588>,20_04_19__09_22_53_060222,9,BTC,USDT,Kucoin,Binance,0.0253747576479256,181.06031445,0.0519875846715599,370.99042254,7138.4,7137.0,0.0008,0.00075,7132.68928,7142.356767575682,-9.667487575682571,71.3268928,71.42356767575683,-0.09667487575682572,0.1470538998748073,1049.37073699,False,threshold
